SET,DAG,MODEL,K_EDGE,N_FEAT,FEATURE_KEY,N_RUNS,AUROC (Mean ± SD),AUPRC (Mean ± SD),F1-Score (Mean ± SD),Brier (Mean ± SD),ECE (Mean ± SD)
F,NOTEARS,FFMLP,11,11,2bdae9aac38d646c,5,0.742 ± 0.006,0.060 ± 0.002,0.133 ± 0.004,0.02127 ± 0.00005,0.00157 ± 0.00125
F,NOTEARS,FFMLP,12,12,35c436b9acad27fc,5,0.749 ± 0.009,0.067 ± 0.005,0.128 ± 0.022,0.02126 ± 0.00012,0.00238 ± 0.00134
F,NOTEARS,FFMLP,13,13,a7a8f4c78d6b8160,5,0.749 ± 0.008,0.066 ± 0.003,0.119 ± 0.028,0.02137 ± 0.00025,0.00310 ± 0.00150
F,NOTEARS,FFMLP,14,14,1beaf69a6726221e,5,0.756 ± 0.006,0.070 ± 0.003,0.138 ± 0.007,0.02121 ± 0.00011,0.00384 ± 0.00235
F,NOTEARS,FFMLP,15,15,99f71147c0b37466,5,0.755 ± 0.002,0.068 ± 0.003,0.135 ± 0.009,0.02117 ± 0.00009,0.00376 ± 0.00189
F,NOTEARS,FFMLP,16,16,2e09a38d203e2519,5,0.753 ± 0.005,0.070 ± 0.006,0.131 ± 0.009,0.02133 ± 0.00022,0.00366 ± 0.00172
F,NOTEARS,FFMLP,17,17,e9b5583403fe4d36,5,0.754 ± 0.007,0.072 ± 0.005,0.131 ± 0.018,0.02114 ± 0.00006,0.00335 ± 0.00212
F,NOTEARS,LightGBM,1,1,b93202c111b3750e,5,0.557 ± 0.000,0.027 ± 0.000,0.040 ± 0.000,0.02190 ± 0.00000,0.00357 ± 0.00000
F,NOTEARS,LightGBM,2,2,4f5cf972f16a40f0,5,0.698 ± 0.000,0.050 ± 0.000,0.103 ± 0.000,0.02586 ± 0.00000,0.02425 ± 0.00000
F,NOTEARS,LightGBM,3,3,d64d609cce45d57b,5,0.749 ± 0.006,0.066 ± 0.003,0.125 ± 0.006,0.02403 ± 0.00056,0.02138 ± 0.00072
F,NOTEARS,LightGBM,4,4,8adff992fd0706d4,5,0.815 ± 0.005,0.134 ± 0.006,0.228 ± 0.013,0.02194 ± 0.00020,0.01940 ± 0.00050
F,NOTEARS,LightGBM,5,5,b1dec7466d19e199,5,0.836 ± 0.006,0.169 ± 0.005,0.278 ± 0.014,0.02196 ± 0.00019,0.02086 ± 0.00045
F,NOTEARS,LightGBM,6,6,4219c68b6a956822,5,0.849 ± 0.006,0.223 ± 0.005,0.295 ± 0.012,0.02093 ± 0.00014,0.01965 ± 0.00058
F,NOTEARS,LightGBM,7,7,d340e014abdbde54,5,0.860 ± 0.007,0.225 ± 0.006,0.283 ± 0.013,0.02115 ± 0.00014,0.02033 ± 0.00015
F,NOTEARS,LightGBM,8,8,8e781898f93fae4c,5,0.868 ± 0.002,0.219 ± 0.005,0.286 ± 0.010,0.02117 ± 0.00016,0.02052 ± 0.00023
F,NOTEARS,LightGBM,9,9,7857f6e9cbcb7625,5,0.872 ± 0.002,0.213 ± 0.007,0.292 ± 0.012,0.02106 ± 0.00010,0.02005 ± 0.00031
F,NOTEARS,LightGBM,10,10,47b1e5f94b9b1a02,5,0.870 ± 0.003,0.225 ± 0.004,0.313 ± 0.016,0.02094 ± 0.00006,0.02031 ± 0.00038
F,NOTEARS,LightGBM,11,11,2bdae9aac38d646c,5,0.863 ± 0.003,0.224 ± 0.008,0.296 ± 0.014,0.02079 ± 0.00010,0.01995 ± 0.00047
F,NOTEARS,LightGBM,12,12,35c436b9acad27fc,5,0.864 ± 0.003,0.225 ± 0.003,0.295 ± 0.010,0.02085 ± 0.00011,0.02030 ± 0.00055
F,NOTEARS,LightGBM,13,13,a7a8f4c78d6b8160,5,0.865 ± 0.002,0.224 ± 0.009,0.300 ± 0.018,0.02086 ± 0.00020,0.02020 ± 0.00030
F,NOTEARS,LightGBM,14,14,1beaf69a6726221e,5,0.860 ± 0.002,0.236 ± 0.007,0.308 ± 0.018,0.02063 ± 0.00011,0.02014 ± 0.00034
F,NOTEARS,LightGBM,15,15,99f71147c0b37466,5,0.857 ± 0.002,0.219 ± 0.006,0.285 ± 0.010,0.02073 ± 0.00015,0.02003 ± 0.00025
F,NOTEARS,LightGBM,16,16,2e09a38d203e2519,5,0.861 ± 0.006,0.238 ± 0.008,0.301 ± 0.010,0.02036 ± 0.00015,0.02007 ± 0.00032
F,NOTEARS,LightGBM,17,17,e9b5583403fe4d36,5,0.853 ± 0.002,0.230 ± 0.008,0.292 ± 0.009,0.02049 ± 0.00011,0.01997 ± 0.00044
F,NOTEARS,Logit,1,1,b93202c111b3750e,5,0.422 ± 0.000,0.021 ± 0.000,0.043 ± 0.000,0.02161 ± 0.00000,0.00078 ± 0.00000
F,NOTEARS,Logit,2,2,4f5cf972f16a40f0,5,0.425 ± 0.000,0.021 ± 0.000,0.043 ± 0.000,0.02163 ± 0.00000,0.00086 ± 0.00000
F,NOTEARS,Logit,3,3,d64d609cce45d57b,5,0.418 ± 0.000,0.020 ± 0.000,0.043 ± 0.000,0.02163 ± 0.00000,0.00091 ± 0.00000
F,NOTEARS,Logit,4,4,8adff992fd0706d4,5,0.436 ± 0.000,0.019 ± 0.000,0.043 ± 0.000,0.02165 ± 0.00000,0.00098 ± 0.00000
F,NOTEARS,Logit,5,5,b1dec7466d19e199,5,0.521 ± 0.000,0.023 ± 0.000,0.043 ± 0.000,0.02166 ± 0.00000,0.00107 ± 0.00000
F,NOTEARS,Logit,6,6,4219c68b6a956822,5,0.665 ± 0.000,0.031 ± 0.000,0.048 ± 0.000,0.02170 ± 0.00000,0.00147 ± 0.00000
F,NOTEARS,Logit,7,7,d340e014abdbde54,5,0.528 ± 0.000,0.022 ± 0.000,0.046 ± 0.000,0.02170 ± 0.00000,0.00136 ± 0.00000
F,NOTEARS,Logit,8,8,8e781898f93fae4c,5,0.582 ± 0.000,0.027 ± 0.000,0.050 ± 0.000,0.02180 ± 0.00000,0.00176 ± 0.00000
F,NOTEARS,Logit,9,9,7857f6e9cbcb7625,5,0.579 ± 0.000,0.027 ± 0.000,0.050 ± 0.000,0.02182 ± 0.00000,0.00232 ± 0.00000
F,NOTEARS,Logit,10,10,47b1e5f94b9b1a02,5,0.577 ± 0.000,0.027 ± 0.000,0.049 ± 0.000,0.02193 ± 0.00000,0.00243 ± 0.00000
F,NOTEARS,Logit,11,11,2bdae9aac38d646c,5,0.611 ± 0.000,0.030 ± 0.000,0.056 ± 0.000,0.02194 ± 0.00000,0.00272 ± 0.00000
F,NOTEARS,Logit,12,12,35c436b9acad27fc,5,0.706 ± 0.000,0.048 ± 0.000,0.076 ± 0.000,0.02154 ± 0.00000,0.00295 ± 0.00000
F,NOTEARS,Logit,13,13,a7a8f4c78d6b8160,5,0.709 ± 0.000,0.049 ± 0.000,0.080 ± 0.000,0.02150 ± 0.00000,0.00256 ± 0.00000
F,NOTEARS,Logit,14,14,1beaf69a6726221e,5,0.709 ± 0.000,0.049 ± 0.000,0.079 ± 0.000,0.02150 ± 0.00000,0.00254 ± 0.00000
F,NOTEARS,Logit,15,15,99f71147c0b37466,5,0.709 ± 0.000,0.049 ± 0.000,0.081 ± 0.000,0.02149 ± 0.00000,0.00253 ± 0.00000
F,NOTEARS,Logit,16,16,2e09a38d203e2519,5,0.708 ± 0.000,0.048 ± 0.000,0.081 ± 0.000,0.02151 ± 0.00000,0.00250 ± 0.00000
F,NOTEARS,Logit,17,17,e9b5583403fe4d36,5,0.708 ± 0.000,0.047 ± 0.000,0.089 ± 0.000,0.02151 ± 0.00000,0.00297 ± 0.00000
F,NOTEARS,RF,1,1,b93202c111b3750e,5,0.502 ± 0.009,0.022 ± 0.000,0.004 ± 0.010,0.03402 ± 0.00008,0.04289 ± 0.00014
F,NOTEARS,RF,2,2,4f5cf972f16a40f0,5,0.636 ± 0.010,0.042 ± 0.002,0.070 ± 0.006,0.02346 ± 0.00006,0.02291 ± 0.00065
F,NOTEARS,RF,3,3,d64d609cce45d57b,5,0.734 ± 0.004,0.075 ± 0.002,0.146 ± 0.013,0.02177 ± 0.00007,0.01137 ± 0.00051
F,NOTEARS,RF,4,4,8adff992fd0706d4,5,0.825 ± 0.002,0.133 ± 0.001,0.227 ± 0.015,0.02049 ± 0.00002,0.00685 ± 0.00028
F,NOTEARS,RF,5,5,b1dec7466d19e199,5,0.852 ± 0.009,0.182 ± 0.002,0.290 ± 0.016,0.01971 ± 0.00005,0.00706 ± 0.00102
F,NOTEARS,RF,6,6,4219c68b6a956822,5,0.849 ± 0.005,0.210 ± 0.006,0.266 ± 0.014,0.01946 ± 0.00008,0.00731 ± 0.00060
F,NOTEARS,RF,7,7,d340e014abdbde54,5,0.855 ± 0.008,0.204 ± 0.003,0.270 ± 0.014,0.01945 ± 0.00004,0.00456 ± 0.00080
F,NOTEARS,RF,8,8,8e781898f93fae4c,5,0.858 ± 0.007,0.200 ± 0.006,0.275 ± 0.018,0.01945 ± 0.00004,0.00482 ± 0.00063
F,NOTEARS,RF,9,9,7857f6e9cbcb7625,5,0.854 ± 0.007,0.192 ± 0.009,0.282 ± 0.011,0.01957 ± 0.00004,0.00502 ± 0.00093
F,NOTEARS,RF,10,10,47b1e5f94b9b1a02,5,0.858 ± 0.006,0.194 ± 0.006,0.277 ± 0.014,0.01953 ± 0.00008,0.00478 ± 0.00113
F,NOTEARS,RF,11,11,2bdae9aac38d646c,5,0.855 ± 0.005,0.187 ± 0.004,0.259 ± 0.008,0.01958 ± 0.00005,0.00409 ± 0.00047
F,NOTEARS,RF,12,12,35c436b9acad27fc,5,0.846 ± 0.005,0.181 ± 0.006,0.252 ± 0.013,0.01972 ± 0.00006,0.00398 ± 0.00066
F,NOTEARS,RF,13,13,a7a8f4c78d6b8160,5,0.840 ± 0.009,0.174 ± 0.005,0.228 ± 0.017,0.01981 ± 0.00007,0.00423 ± 0.00046
F,NOTEARS,RF,14,14,1beaf69a6726221e,5,0.843 ± 0.005,0.174 ± 0.004,0.245 ± 0.013,0.01983 ± 0.00004,0.00408 ± 0.00031
F,NOTEARS,RF,15,15,99f71147c0b37466,5,0.841 ± 0.013,0.161 ± 0.003,0.229 ± 0.012,0.02003 ± 0.00004,0.00598 ± 0.00055
F,NOTEARS,RF,16,16,2e09a38d203e2519,5,0.841 ± 0.009,0.181 ± 0.003,0.241 ± 0.006,0.01976 ± 0.00005,0.00457 ± 0.00039
F,NOTEARS,RF,17,17,e9b5583403fe4d36,5,0.840 ± 0.006,0.176 ± 0.003,0.236 ± 0.021,0.01982 ± 0.00002,0.00470 ± 0.00093
F,NOTEARS,XGBoost,1,1,b93202c111b3750e,5,0.568 ± 0.002,0.030 ± 0.000,0.047 ± 0.004,0.02171 ± 0.00000,0.00294 ± 0.00014
F,NOTEARS,XGBoost,2,2,4f5cf972f16a40f0,5,0.684 ± 0.002,0.051 ± 0.001,0.102 ± 0.009,0.02177 ± 0.00002,0.00616 ± 0.00066
F,NOTEARS,XGBoost,3,3,d64d609cce45d57b,5,0.797 ± 0.001,0.100 ± 0.001,0.149 ± 0.006,0.02155 ± 0.00013,0.01064 ± 0.00081
F,NOTEARS,XGBoost,4,4,8adff992fd0706d4,5,0.842 ± 0.002,0.187 ± 0.008,0.235 ± 0.005,0.01987 ± 0.00011,0.00785 ± 0.00080
F,NOTEARS,XGBoost,5,5,b1dec7466d19e199,5,0.867 ± 0.003,0.225 ± 0.009,0.263 ± 0.036,0.01926 ± 0.00016,0.00900 ± 0.00053
F,NOTEARS,XGBoost,6,6,4219c68b6a956822,5,0.867 ± 0.003,0.247 ± 0.006,0.320 ± 0.022,0.01908 ± 0.00006,0.00969 ± 0.00065
F,NOTEARS,XGBoost,7,7,d340e014abdbde54,5,0.870 ± 0.005,0.230 ± 0.007,0.302 ± 0.027,0.01931 ± 0.00009,0.00974 ± 0.00033
F,NOTEARS,XGBoost,8,8,8e781898f93fae4c,5,0.874 ± 0.004,0.225 ± 0.012,0.303 ± 0.016,0.01939 ± 0.00014,0.01043 ± 0.00112
F,NOTEARS,XGBoost,9,9,7857f6e9cbcb7625,5,0.872 ± 0.004,0.231 ± 0.003,0.314 ± 0.015,0.01923 ± 0.00007,0.00979 ± 0.00028
F,NOTEARS,XGBoost,10,10,47b1e5f94b9b1a02,5,0.875 ± 0.004,0.233 ± 0.007,0.296 ± 0.018,0.01916 ± 0.00014,0.00982 ± 0.00073
F,NOTEARS,XGBoost,11,11,2bdae9aac38d646c,5,0.859 ± 0.002,0.241 ± 0.009,0.325 ± 0.023,0.01901 ± 0.00017,0.00989 ± 0.00047
F,NOTEARS,XGBoost,12,12,35c436b9acad27fc,5,0.862 ± 0.001,0.243 ± 0.012,0.324 ± 0.020,0.01900 ± 0.00020,0.01023 ± 0.00099
F,NOTEARS,XGBoost,13,13,a7a8f4c78d6b8160,5,0.862 ± 0.003,0.246 ± 0.006,0.318 ± 0.030,0.01896 ± 0.00014,0.01107 ± 0.00093
F,NOTEARS,XGBoost,14,14,1beaf69a6726221e,5,0.860 ± 0.003,0.239 ± 0.009,0.295 ± 0.018,0.01906 ± 0.00013,0.01089 ± 0.00062
F,NOTEARS,XGBoost,15,15,99f71147c0b37466,5,0.860 ± 0.004,0.234 ± 0.012,0.310 ± 0.018,0.01922 ± 0.00022,0.01102 ± 0.00058
F,NOTEARS,XGBoost,16,16,2e09a38d203e2519,5,0.857 ± 0.002,0.246 ± 0.008,0.317 ± 0.014,0.01900 ± 0.00014,0.01074 ± 0.00046
F,NOTEARS,XGBoost,17,17,e9b5583403fe4d36,5,0.851 ± 0.003,0.236 ± 0.003,0.292 ± 0.015,0.01918 ± 0.00005,0.01132 ± 0.00041
F,PC,FFMLP,1,1,2acb74dbd7bd057e,5,0.470 ± 0.041,0.024 ± 0.002,0.043 ± 0.000,0.02167 ± 0.00004,0.00633 ± 0.00297
F,PC,FFMLP,2,2,a5b5b295620f8bed,5,0.407 ± 0.041,0.019 ± 0.004,0.043 ± 0.000,0.02170 ± 0.00006,0.00343 ± 0.00236
F,PC,FFMLP,3,3,5cf90b5edf72667f,5,0.460 ± 0.096,0.025 ± 0.010,0.043 ± 0.000,0.02167 ± 0.00004,0.00304 ± 0.00200
F,PC,FFMLP,4,4,950d85bca05dd77f,5,0.450 ± 0.041,0.023 ± 0.005,0.043 ± 0.000,0.02171 ± 0.00009,0.00374 ± 0.00476
F,PC,FFMLP,5,5,b3389ea9a2d038ca,5,0.505 ± 0.063,0.027 ± 0.013,0.043 ± 0.000,0.02167 ± 0.00005,0.00430 ± 0.00119
F,PC,FFMLP,6,6,46c7802b88378834,5,0.489 ± 0.088,0.028 ± 0.011,0.051 ± 0.016,0.02167 ± 0.00003,0.00404 ± 0.00170
F,PC,FFMLP,7,7,42ad0f30d99576ea,5,0.610 ± 0.035,0.040 ± 0.004,0.056 ± 0.015,0.02176 ± 0.00033,0.00177 ± 0.00080
F,PC,FFMLP,8,8,c2f13db4fa9587a8,5,0.650 ± 0.024,0.040 ± 0.005,0.069 ± 0.027,0.02173 ± 0.00026,0.00209 ± 0.00111
F,PC,FFMLP,9,9,f1dae46cde9d5ed0,5,0.695 ± 0.019,0.043 ± 0.003,0.085 ± 0.011,0.02171 ± 0.00014,0.00230 ± 0.00048
F,PC,FFMLP,10,10,dcdfcb1839ed0107,5,0.721 ± 0.005,0.053 ± 0.003,0.082 ± 0.031,0.02144 ± 0.00008,0.00258 ± 0.00106
F,PC,FFMLP,11,11,b2d9e3ac65acdcce,5,0.709 ± 0.005,0.052 ± 0.002,0.072 ± 0.036,0.02153 ± 0.00014,0.00266 ± 0.00039
F,PC,FFMLP,12,12,3a4f3db67c20c422,5,0.706 ± 0.029,0.053 ± 0.008,0.092 ± 0.014,0.02163 ± 0.00030,0.00258 ± 0.00060
F,PC,FFMLP,13,13,78129d8c0793f97e,5,0.726 ± 0.013,0.058 ± 0.005,0.118 ± 0.016,0.02154 ± 0.00032,0.00275 ± 0.00098
F,PC,FFMLP,14,14,2640d16d5eb10fde,5,0.722 ± 0.016,0.054 ± 0.005,0.090 ± 0.026,0.02171 ± 0.00010,0.00292 ± 0.00083
F,PC,FFMLP,15,15,db530282923044dc,5,0.727 ± 0.011,0.059 ± 0.005,0.107 ± 0.022,0.02151 ± 0.00008,0.00228 ± 0.00072
F,PC,FFMLP,16,16,fe0a618a4400ef48,5,0.727 ± 0.006,0.057 ± 0.002,0.116 ± 0.019,0.02155 ± 0.00012,0.00330 ± 0.00054
F,PC,FFMLP,17,17,8e947346f7ed3fe0,5,0.731 ± 0.001,0.060 ± 0.001,0.128 ± 0.015,0.02163 ± 0.00025,0.00230 ± 0.00062
F,PC,FFMLP,18,18,c83c26238669a20a,5,0.723 ± 0.006,0.063 ± 0.002,0.141 ± 0.007,0.02151 ± 0.00028,0.00254 ± 0.00100
F,PC,FFMLP,19,19,9795ed9fa640803b,5,0.732 ± 0.006,0.064 ± 0.004,0.112 ± 0.024,0.02151 ± 0.00019,0.00344 ± 0.00111
F,PC,FFMLP,20,20,6a70cabfe5104abc,5,0.748 ± 0.015,0.070 ± 0.008,0.130 ± 0.017,0.02140 ± 0.00022,0.00262 ± 0.00132
F,PC,FFMLP,21,21,ac0713d3eecfcacd,5,0.749 ± 0.006,0.069 ± 0.004,0.125 ± 0.020,0.02134 ± 0.00006,0.00256 ± 0.00059
F,PC,FFMLP,22,22,53a85c01fe6d0b7e,5,0.756 ± 0.007,0.074 ± 0.008,0.127 ± 0.024,0.02146 ± 0.00030,0.00299 ± 0.00114
F,PC,FFMLP,23,23,cdc2001fb0e0a04f,5,0.756 ± 0.008,0.071 ± 0.004,0.135 ± 0.014,0.02146 ± 0.00009,0.00241 ± 0.00107
F,PC,FFMLP,24,24,f013b14af9b65489,5,0.755 ± 0.010,0.068 ± 0.002,0.120 ± 0.024,0.02147 ± 0.00012,0.00345 ± 0.00114
F,PC,LightGBM,1,1,2acb74dbd7bd057e,5,0.534 ± 0.000,0.025 ± 0.000,0.011 ± 0.000,0.02207 ± 0.00000,0.00504 ± 0.00000
F,PC,LightGBM,2,2,a5b5b295620f8bed,5,0.698 ± 0.000,0.050 ± 0.000,0.103 ± 0.000,0.02586 ± 0.00000,0.02425 ± 0.00000
F,PC,LightGBM,3,3,5cf90b5edf72667f,5,0.715 ± 0.026,0.047 ± 0.004,0.088 ± 0.033,0.02492 ± 0.00052,0.02422 ± 0.00074
F,PC,LightGBM,4,4,950d85bca05dd77f,5,0.752 ± 0.005,0.080 ± 0.002,0.148 ± 0.013,0.02277 ± 0.00014,0.01956 ± 0.00047
F,PC,LightGBM,5,5,b3389ea9a2d038ca,5,0.852 ± 0.002,0.185 ± 0.004,0.278 ± 0.027,0.02152 ± 0.00021,0.01907 ± 0.00076
F,PC,LightGBM,6,6,46c7802b88378834,5,0.893 ± 0.003,0.218 ± 0.002,0.316 ± 0.019,0.02101 ± 0.00017,0.01910 ± 0.00051
F,PC,LightGBM,7,7,42ad0f30d99576ea,5,0.898 ± 0.005,0.234 ± 0.010,0.321 ± 0.010,0.02075 ± 0.00022,0.01923 ± 0.00032
F,PC,LightGBM,8,8,c2f13db4fa9587a8,5,0.905 ± 0.002,0.222 ± 0.004,0.265 ± 0.028,0.02099 ± 0.00025,0.02038 ± 0.00007
F,PC,LightGBM,9,9,f1dae46cde9d5ed0,5,0.901 ± 0.004,0.265 ± 0.006,0.342 ± 0.016,0.02032 ± 0.00024,0.01999 ± 0.00050
F,PC,LightGBM,10,10,dcdfcb1839ed0107,5,0.891 ± 0.002,0.273 ± 0.009,0.347 ± 0.021,0.02015 ± 0.00018,0.01919 ± 0.00030
F,PC,LightGBM,11,11,b2d9e3ac65acdcce,5,0.893 ± 0.004,0.288 ± 0.007,0.378 ± 0.023,0.02006 ± 0.00029,0.01933 ± 0.00044
F,PC,LightGBM,12,12,3a4f3db67c20c422,5,0.888 ± 0.002,0.288 ± 0.005,0.365 ± 0.018,0.02002 ± 0.00012,0.01941 ± 0.00021
F,PC,LightGBM,13,13,78129d8c0793f97e,5,0.886 ± 0.001,0.302 ± 0.009,0.391 ± 0.022,0.01959 ± 0.00028,0.01891 ± 0.00060
F,PC,LightGBM,14,14,2640d16d5eb10fde,5,0.904 ± 0.002,0.347 ± 0.007,0.404 ± 0.007,0.01868 ± 0.00017,0.01835 ± 0.00040
F,PC,LightGBM,15,15,db530282923044dc,5,0.898 ± 0.004,0.371 ± 0.009,0.423 ± 0.018,0.01816 ± 0.00022,0.01755 ± 0.00048
F,PC,LightGBM,16,16,fe0a618a4400ef48,5,0.901 ± 0.002,0.370 ± 0.005,0.438 ± 0.015,0.01829 ± 0.00006,0.01766 ± 0.00033
F,PC,LightGBM,17,17,8e947346f7ed3fe0,5,0.901 ± 0.001,0.369 ± 0.003,0.424 ± 0.017,0.01846 ± 0.00013,0.01789 ± 0.00024
F,PC,LightGBM,18,18,c83c26238669a20a,5,0.906 ± 0.002,0.385 ± 0.002,0.431 ± 0.009,0.01849 ± 0.00006,0.01844 ± 0.00034
F,PC,LightGBM,19,19,9795ed9fa640803b,5,0.911 ± 0.001,0.387 ± 0.007,0.444 ± 0.011,0.01841 ± 0.00030,0.01805 ± 0.00044
F,PC,LightGBM,20,20,6a70cabfe5104abc,5,0.908 ± 0.002,0.416 ± 0.005,0.429 ± 0.010,0.01776 ± 0.00013,0.01728 ± 0.00035
F,PC,LightGBM,21,21,ac0713d3eecfcacd,5,0.906 ± 0.003,0.422 ± 0.004,0.435 ± 0.012,0.01762 ± 0.00014,0.01737 ± 0.00045
F,PC,LightGBM,22,22,53a85c01fe6d0b7e,5,0.908 ± 0.002,0.414 ± 0.006,0.423 ± 0.028,0.01783 ± 0.00024,0.01777 ± 0.00044
F,PC,LightGBM,23,23,cdc2001fb0e0a04f,5,0.909 ± 0.002,0.417 ± 0.003,0.412 ± 0.012,0.01774 ± 0.00009,0.01734 ± 0.00045
F,PC,LightGBM,24,24,f013b14af9b65489,5,0.909 ± 0.004,0.414 ± 0.005,0.415 ± 0.013,0.01785 ± 0.00017,0.01739 ± 0.00038
F,PC,Logit,1,1,2acb74dbd7bd057e,5,0.457 ± 0.000,0.025 ± 0.000,0.043 ± 0.000,0.02160 ± 0.00000,0.00052 ± 0.00000
F,PC,Logit,2,2,a5b5b295620f8bed,5,0.425 ± 0.000,0.021 ± 0.000,0.043 ± 0.000,0.02163 ± 0.00000,0.00086 ± 0.00000
F,PC,Logit,3,3,5cf90b5edf72667f,5,0.419 ± 0.000,0.021 ± 0.000,0.043 ± 0.000,0.02163 ± 0.00000,0.00084 ± 0.00000
F,PC,Logit,4,4,950d85bca05dd77f,5,0.417 ± 0.000,0.020 ± 0.000,0.043 ± 0.000,0.02163 ± 0.00000,0.00091 ± 0.00000
F,PC,Logit,5,5,b3389ea9a2d038ca,5,0.427 ± 0.000,0.021 ± 0.000,0.043 ± 0.000,0.02163 ± 0.00000,0.00091 ± 0.00000
F,PC,Logit,6,6,46c7802b88378834,5,0.452 ± 0.000,0.020 ± 0.000,0.043 ± 0.000,0.02165 ± 0.00000,0.00099 ± 0.00000
F,PC,Logit,7,7,42ad0f30d99576ea,5,0.544 ± 0.000,0.024 ± 0.000,0.044 ± 0.000,0.02171 ± 0.00000,0.00135 ± 0.00000
F,PC,Logit,8,8,c2f13db4fa9587a8,5,0.547 ± 0.000,0.025 ± 0.000,0.043 ± 0.000,0.02171 ± 0.00000,0.00135 ± 0.00000
F,PC,Logit,9,9,f1dae46cde9d5ed0,5,0.592 ± 0.000,0.028 ± 0.000,0.044 ± 0.000,0.02178 ± 0.00000,0.00185 ± 0.00000
F,PC,Logit,10,10,dcdfcb1839ed0107,5,0.576 ± 0.000,0.026 ± 0.000,0.050 ± 0.000,0.02175 ± 0.00000,0.00177 ± 0.00000
F,PC,Logit,11,11,b2d9e3ac65acdcce,5,0.577 ± 0.000,0.026 ± 0.000,0.050 ± 0.000,0.02179 ± 0.00000,0.00187 ± 0.00000
F,PC,Logit,12,12,3a4f3db67c20c422,5,0.578 ± 0.000,0.026 ± 0.000,0.051 ± 0.000,0.02178 ± 0.00000,0.00187 ± 0.00000
F,PC,Logit,13,13,78129d8c0793f97e,5,0.579 ± 0.000,0.026 ± 0.000,0.051 ± 0.000,0.02178 ± 0.00000,0.00201 ± 0.00000
F,PC,Logit,14,14,2640d16d5eb10fde,5,0.582 ± 0.000,0.027 ± 0.000,0.050 ± 0.000,0.02204 ± 0.00000,0.00205 ± 0.00000
F,PC,Logit,15,15,db530282923044dc,5,0.583 ± 0.000,0.027 ± 0.000,0.049 ± 0.000,0.02205 ± 0.00000,0.00213 ± 0.00000
F,PC,Logit,16,16,fe0a618a4400ef48,5,0.590 ± 0.000,0.028 ± 0.000,0.051 ± 0.000,0.02212 ± 0.00000,0.00272 ± 0.00000
F,PC,Logit,17,17,8e947346f7ed3fe0,5,0.651 ± 0.000,0.036 ± 0.000,0.060 ± 0.000,0.02219 ± 0.00000,0.00306 ± 0.00000
F,PC,Logit,18,18,c83c26238669a20a,5,0.647 ± 0.000,0.035 ± 0.000,0.059 ± 0.000,0.02233 ± 0.00000,0.00337 ± 0.00000
F,PC,Logit,19,19,9795ed9fa640803b,5,0.648 ± 0.000,0.035 ± 0.000,0.060 ± 0.000,0.02234 ± 0.00000,0.00338 ± 0.00000
F,PC,Logit,20,20,6a70cabfe5104abc,5,0.655 ± 0.000,0.036 ± 0.000,0.060 ± 0.000,0.02237 ± 0.00000,0.00345 ± 0.00000
F,PC,Logit,21,21,ac0713d3eecfcacd,5,0.684 ± 0.000,0.041 ± 0.000,0.057 ± 0.000,0.02240 ± 0.00000,0.00356 ± 0.00000
F,PC,Logit,22,22,53a85c01fe6d0b7e,5,0.684 ± 0.000,0.041 ± 0.000,0.063 ± 0.000,0.02240 ± 0.00000,0.00367 ± 0.00000
F,PC,Logit,23,23,cdc2001fb0e0a04f,5,0.688 ± 0.000,0.042 ± 0.000,0.071 ± 0.000,0.02240 ± 0.00000,0.00339 ± 0.00000
F,PC,Logit,24,24,f013b14af9b65489,5,0.690 ± 0.000,0.043 ± 0.000,0.076 ± 0.000,0.02240 ± 0.00000,0.00352 ± 0.00000
F,PC,RF,1,1,2acb74dbd7bd057e,5,0.489 ± 0.010,0.022 ± 0.000,0.020 ± 0.005,0.03241 ± 0.00013,0.04106 ± 0.00018
F,PC,RF,2,2,a5b5b295620f8bed,5,0.633 ± 0.009,0.042 ± 0.002,0.073 ± 0.007,0.02346 ± 0.00010,0.02248 ± 0.00063
F,PC,RF,3,3,5cf90b5edf72667f,5,0.704 ± 0.003,0.054 ± 0.001,0.101 ± 0.005,0.02231 ± 0.00003,0.01565 ± 0.00065
F,PC,RF,4,4,950d85bca05dd77f,5,0.780 ± 0.009,0.084 ± 0.002,0.162 ± 0.010,0.02147 ± 0.00006,0.00898 ± 0.00060
F,PC,RF,5,5,b3389ea9a2d038ca,5,0.867 ± 0.004,0.207 ± 0.006,0.292 ± 0.012,0.01944 ± 0.00007,0.00625 ± 0.00047
F,PC,RF,6,6,46c7802b88378834,5,0.890 ± 0.003,0.259 ± 0.005,0.353 ± 0.011,0.01849 ± 0.00005,0.00474 ± 0.00079
F,PC,RF,7,7,42ad0f30d99576ea,5,0.894 ± 0.003,0.244 ± 0.005,0.351 ± 0.007,0.01858 ± 0.00006,0.00568 ± 0.00043
F,PC,RF,8,8,c2f13db4fa9587a8,5,0.898 ± 0.003,0.261 ± 0.009,0.335 ± 0.019,0.01845 ± 0.00007,0.00454 ± 0.00068
F,PC,RF,9,9,f1dae46cde9d5ed0,5,0.899 ± 0.004,0.267 ± 0.004,0.361 ± 0.014,0.01834 ± 0.00006,0.00450 ± 0.00074
